%eval_id interface EW1            EW2            EW3            EW4            EW5            EW6            EW7            EW8            EW9            EW10           FW1            FW2            FW3            FW4            FW5            FW6            FW7            FW8            FW9            FW10           ALAT           VAC            DIVAC          INTER110d      INTER111d      OCT            TET            ELAST          delFCC         delHCP         delA15         ENERGY         FORCE          
1        NO_ID      1.997845909    94.83460559    99.99531661    90.45525268    78.11843621    3.46875218     60.94899395    74.13783557    64.76146191    82.83074325    17.90859222    2.129399309    10.04933151    78.946315      53.15188954    10.63034367    99.18404256    84.7361774     35.73694537    86.55998022    0.0246217      23.1489        82203.5        11797400       12084000       10171300       10371100       235.07         88.683         181.197        0.443586       0.338701       0.448069       
2        NO_ID      2.024334039    59.29457721    31.83538596    5.636733892    75.73283434    93.39590344    10.94597338    42.23844898    95.17047501    16.62408715    40.19981785    20.82041442    96.60477193    12.59146263    30.56626909    87.49267902    67.07502982    93.0752096     89.88524681    64.43539717    0.44272        32.8466        1466.94        154300         141997         135816         108223         30.2222        100.737        165.608        104.068        0.0486154      0.132203       
3        NO_ID      3.479167336    83.6981926     12.77291836    54.6859067     59.92236347    49.16339331    59.052246      41.10329172    12.01416363    44.8254152     4.857453665    55.40860557    34.1268793     41.35077346    13.15371799    31.61995893    46.26151184    92.21394762    54.32013112    71.61329025    0.493381       42.0229        723.062        12.933         10.3429        11.3022        4.23906        187.885        114.844        128.735        93.8995        0.0791118      0.121124       
4        NO_ID      3.554175286    55.83527964    28.53062983    67.35007811    27.7451022     29.29284021    20.37916509    4.614115574    77.70968458    89.5331473     92.49600457    89.35438739    19.07379813    78.20402113    43.56848444    86.2054933     93.61480699    97.92030317    73.65663442    59.59496034    0.888663       44.3619        215.841        7806010        29.2434        11788900       12.7357        262.348        129.907        145.804        118.17         0.150338       0.121894       
5        NO_ID      4.177197149    80.70831161    40.51614395    13.85651773    9.174303467    1.479298723    4.199408954    14.83677705    2.382974792    79.6276481     30.77183517    37.5309268     49.63667846    28.42935148    75.55125082    12.23199834    30.65037593    58.11972243    55.41488109    4.630855115    1.8207         47.0502        49600.2        2.70987        49.1681        85.0782        110.35         269.051        137.732        1513.93        175.433        0.174582       0.200329       
6        NO_ID      4.857144792    48.28210506    59.29199623    5.384588492    90.29360628    38.26312559    50.92938591    44.46173936    91.05393774    96.09816989    89.15670093    76.19655175    64.35197151    64.80042713    86.92899427    64.94317944    83.99646018    5.343029289    51.95070267    18.07113785    2.00628        65.6937        1415.15        14.9229        1372700        17309.6        5.63758        229.657        131.362        145.857        162.048        0.0765638      0.126629       
7        NO_ID      5.08886372     66.03470671    69.68078208    1.400039987    1.374044072    45.72906158    27.99886412    72.38659692    57.72197538    96.85764531    19.89838096    43.14850909    59.18563697    60.28039809    47.5404423     58.07112087    63.36891928    41.8252575     27.2550919     75.78079851    4.15022        110.237        1472.23        97.5986        40.5736        58471.5        112.574        201.261        194.441        1320.27        13232          0.174135       0.731917       
8        NO_ID      5.211031619    43.23664594    65.28884037    48.6833562     64.72452183    51.00111911    80.92124741    64.8233552     91.65366047    61.02620412    50.97874789    27.57164763    7.650399729    36.01826107    6.843904644    48.16660029    97.56366152    63.92573078    84.09425564    52.44974106    2.4278         35.7549        1477.46        1639660        206.56         1248780        156.567        111.188        156.365        1472.66        209.96         0.0562231      0.466881       
9        NO_ID      5.686709381    24.92125375    40.83325224    37.90737442    29.26358669    97.5386895     38.46458851    38.637849      13.37006246    77.75956736    64.76831128    38.94260218    49.06338955    80.22679154    1.524026042    86.98995665    59.03747979    92.37848604    2.526714944    21.84151848    4.7876         46.5812        1115.43        19379000       5591680        4513480        17649900       5737.59        158.793        307.067        264.006        0.226601       0.171192       
10       NO_ID      5.829064167    20.06297825    46.55920838    65.11849426    23.81966082    68.93986444    8.840205357    60.77665874    36.34690314    16.29176948    14.38464925    71.93436562    47.33173493    42.57326109    15.65083514    55.13386831    94.47484026    41.23285934    61.64386699    63.91639576    0.130314       23.9131        1143.48        91552.7        57078.1        260674         413638         65.6847        114.091        118.494        85.9196        0.209187       0.0751501      
11       NO_ID      6.118779327    30.07332619    81.36109796    76.72000204    71.96246658    24.79587168    36.82207947    32.18798073    39.1366331     13.05566811    71.16847145    29.16788268    52.63460048    9.313693163    93.2111667     7.133638199    96.18016667    73.79960405    27.80416723    96.74989427    0.23862        24.8277        697.774        436211         286248         26297.3        21.3715        12.7341        114.152        105.573        82.6491        0.257542       0.0668325      
